label,l_eb_l,r_eb_l,u_ll_l,u_rl_l,l_l,l_h
anger,0.4754369287087742,0.396573193230148,0.3301456535970571,0.3522318867617593,0.2473448219163123,0.1972844433092728
anger,0.5632672269779919,0.4695740043010537,0.3360258533101853,0.3814847171854683,0.2368569132153058,0.17290176862923762
anger,0.5529435562145665,0.4113732010491613,0.313011314314979,0.3614926416205443,0.31235158561389975,0.21443700624113052
anger,0.5611966552844597,0.4495537383345718,0.3867442938040958,0.4691115444915875,0.3409058420192493,0.2700087788417653
anger,0.5080347882689387,0.43523411320879957,0.35013377609943785,0.32988786690841987,0.25842066931173036,0.195320039538891
anger,0.6051923418398393,0.5683826150916089,0.3248799811329882,0.3369541149454871,0.22207522631609478,0.1627934473025301
anger,0.4438634200494236,0.3930910815345986,0.2848648542709578,0.2689381027453126,0.2288349864646772,0.13234704144414208
anger,0.6050516778518285,0.486545075405873,0.3585287143771665,0.43299494669770955,0.26610400561152925,0.2569362116288912
anger,0.4227223582611262,0.35961966892777236,0.3182293633308574,0.29558703646352824,0.21078520404250778,0.13839956675581577
anger,0.3925611267109223,0.35032785006828615,0.3927003475949442,0.34223386636418096,0.357390956764847,0.25573580622182873
anger,0.5847488185801668,0.4784755665157371,0.37350225599738873,0.3284347574048214,0.2031658573752703,0.12208748603169012
anger,0.49941611980885453,0.39427289283759803,0.34804080490687095,0.3206902988050924,0.23759457470641335,0.13346746137938006
anger,0.47709681968534107,0.4611096937862891,0.3321121524655242,0.3422284054808712,0.1879771062290813,0.10723194794482487
anger,0.4562145438655939,0.3800886669788844,0.30312688783820063,0.3339262150669663,0.2234346361710879,0.11323399197083774
anger,0.5506148133700173,0.4545552501207266,0.31822115997784506,0.362508079365633,0.2609881340330868,0.20308154883672555
anger,0.4329008970029465,0.41042484077237323,0.3497088510143602,0.25956974387885434,0.27280311537076507,0.1719129423259547
anger,0.4774182503044013,0.3848514031986701,0.31091403268600426,0.2728836407104338,0.21068709731881413,0.11428309237476234
anger,0.42977231672775007,0.4032578579133286,0.34108107893667455,0.358506810703374,0.28583472451832476,0.2615279896052242
anger,0.5149008636329642,0.5053282275847282,0.33953441722834526,0.33272078533793115,0.22361126823185612,0.11382150973788546
anger,0.48564787169727663,0.4285166367124785,0.3494097816717395,0.3889984419158553,0.22471434548381009,0.15433444611508346
anger,0.5988118403568117,0.537639405667929,0.33463771408302434,0.3260496405811135,0.2555735255996097,0.20146736592921347
anger,0.5448406125393079,0.46781319538949406,0.3230421383852535,0.36593184916592786,0.2689600544510884,0.2054845992274823
anger,0.4834342650037091,0.4268372623203539,0.32880469391222156,0.31273002600040545,0.26707440673789173,0.1786875754001673
anger,0.4723253999655337,0.39207473192519315,0.3242725007830419,0.34884658032144555,0.22442694275052352,0.14823702132131655
anger,0.4009908839101515,0.3879968172384862,0.34199209457152413,0.33411387319302677,0.23267559183223915,0.1533929977694741
anger,0.5045831201594587,0.4070894128661988,0.3336427718217986,0.305751378850908,0.2123644688817386,0.11503040846676008
anger,0.5108563146292419,0.4345790374260231,0.32949293675053687,0.32631197287324787,0.24617701410338758,0.12180165980969226
anger,0.5431029490892707,0.41626758970213606,0.40712222053072034,0.3999362942174599,0.2655666213490404,0.17912476536798133
anger,0.5913119791148295,0.46954319618733686,0.32069604335832036,0.3183089639325932,0.17764945132112003,0.08728340459784927
anger,0.600549088789682,0.5324367067572502,0.3721756061805631,0.3646603759621496,0.2983367096171997,0.22512948386903406
anger,0.5818989259161309,0.4395690785086506,0.3727437686939248,0.4251850618352123,0.3044586403672386,0.290850389452354
disgust,0.5430296924117471,0.4897108497806833,0.34889934774603143,0.3451020117455419,0.3269457217391466,0.2866852948328858
disgust,0.4665659548972519,0.3872745285746198,0.3427209132116197,0.3306455526617297,0.27712507550800475,0.21577426432564897
disgust,0.4363287065091256,0.4046481996926518,0.3423689275439032,0.3236482049271262,0.24848142906744294,0.1481995931763721
disgust,0.4898661936155032,0.44153766323076377,0.3992011570607739,0.3579802222041688,0.26869149958869093,0.17956587214452635
disgust,0.37771286682233585,0.4109023690107732,0.3220149374131305,0.26301181402762075,0.264769886474095,0.1778535446066301
disgust,0.38540990329962627,0.3664057000437786,0.37385949220819437,0.3849239453645512,0.3068542650864597,0.22697202764631189
disgust,0.3974680288897675,0.36974456555982305,0.3303355894966491,0.360913695949839,0.20935276246973902,0.11788776876361606
disgust,0.44750769233108495,0.43449617999009843,0.2944912757759648,0.251206054118039,0.2213353635101038,0.13940830822408154
disgust,0.4691784346393427,0.42023747702182457,0.34936656568390023,0.37073727745979623,0.2371252278911338,0.18354554143969662
disgust,0.45487957076345203,0.41602865101753317,0.37274527536747026,0.31017691261393127,0.2992389579536241,0.20288894826105622
disgust,0.37712386545709586,0.3152230559238589,0.3536739457658944,0.3598880157368094,0.2465419289686537,0.18747715798781167
disgust,0.39709947618192915,0.39820610976340515,0.31639792786664944,0.28473653033017665,0.24801184807316476,0.16912586896769474
disgust,0.360945132039635,0.33488133707888834,0.3415146792864287,0.35744977567621367,0.21511196131636487,0.15227641668205086
disgust,0.5312741807680923,0.4550785950660689,0.3469219760893749,0.30985331823065176,0.24752864810674324,0.1672512666602901
disgust,0.45840373675930013,0.437360104934717,0.3504979800056146,0.2614686806037654,0.2739672581221909,0.1777184191556949
disgust,0.3998560050799296,0.39047818819032526,0.30714303163499546,0.2971335125531201,0.23449152714704033,0.1557086918136329
disgust,0.3585818740435738,0.3169143479878528,0.37040652382672284,0.313821419090796,0.22727734333026442,0.1394023572088368
disgust,0.5189425782360182,0.4775153276246277,0.3258824463290799,0.3213972833695888,0.2768367939147883,0.19308505723294891
disgust,0.5418312907024863,0.43533240623441927,0.321875892313108,0.3373347077647114,0.22251361398097452,0.15541024922548977
disgust,0.45216985017875067,0.4090338372324795,0.4039366569763417,0.3975294587344093,0.2870083017091931,0.1955423369563184
disgust,0.40626328375747145,0.37641178334374314,0.34134110684943136,0.31533171866908083,0.2640878412072746,0.17226024063738865
disgust,0.46883382570089305,0.3870728495189143,0.36301998356178716,0.3364483875223874,0.2510896591665683,0.18458855679152592
disgust,0.40154330328528404,0.43590873050538204,0.3188603827497863,0.2626845281138036,0.2347996457783679,0.16110149681651037
disgust,0.49701091241734896,0.4541673596989051,0.32272827329821807,0.30997144385016745,0.2555425614556067,0.17525838899683283
disgust,0.5562825347220353,0.45405256197383287,0.36558471898853817,0.31477910656860164,0.2921554215826144,0.21065005798564942
disgust,0.4769760694527787,0.5108897956220761,0.3138742026218019,0.2685034596501517,0.21143618290701177,0.1588099939862246
disgust,0.3869764560832354,0.34228720432395,0.2959573049977807,0.2809753852178578,0.23497477249423804,0.16903396078869337
disgust,0.6142316969887094,0.5159865975999302,0.3259693398835657,0.34671875140699604,0.3078438115357986,0.21851621160129342
disgust,0.4541908701868707,0.4033291661830696,0.3395001846704082,0.37046639304832896,0.29097066004938293,0.17025626669928223
disgust,0.4515281208640557,0.39561691713384506,0.3339642209104902,0.35078830575295394,0.22693881321256917,0.14654939814186277
disgust,0.4577331392776674,0.41529763979111134,0.34029965986038774,0.3075685187736873,0.2458455426060826,0.15062009771086987
disgust,0.4295456900802901,0.4546558992413485,0.35955664138627286,0.3255050747145135,0.319477165255087,0.231958015281282
disgust,0.41601084943973166,0.3664407564033094,0.34692550012858336,0.29379483304565684,0.2600481012017269,0.18570643397659348
disgust,0.4440465453583523,0.3761957038039618,0.3089217686018588,0.35268009773791226,0.19582412301670007,0.10008126280655051
disgust,0.5465397652586484,0.47268977261055023,0.3679090201758811,0.31400716708552556,0.3149590836296293,0.22329342586873555
disgust,0.6103565538284441,0.517051456668379,0.32240385548864564,0.3980471743160994,0.30369059793581266,0.21175122457263654
disgust,0.5050824634656245,0.48042128022294206,0.27490568092024253,0.3366944141678113,0.22561543070056875,0.14052008047287842
disgust,0.5944420649286376,0.49488120545144365,0.36088425756883225,0.43018022019608315,0.2840817273075467,0.19835229529463924
disgust,0.4792426426257017,0.4137544598131915,0.35393915390272745,0.3311311091288467,0.27972093601768694,0.2096260021311287
disgust,0.3826773384429337,0.4424787727803604,0.31424342503317576,0.2991010938490118,0.22625886260285766,0.14991129198850223
disgust,0.40110630841198247,0.3787748632216723,0.32851581533163443,0.2863814372846089,0.23360450247992268,0.14048250288636097
disgust,0.4050966240690801,0.39473636188294536,0.28922083768718915,0.29903976421043926,0.23647563928691517,0.16384476700986347
disgust,0.4223953817502976,0.36938194838691796,0.32152619150165346,0.28768919177924906,0.24265261069341348,0.14802617986226468
disgust,0.6245126132242332,0.5269625493660905,0.3468080750724824,0.3286023949461762,0.2493938935876822,0.20591855965226394
disgust,0.46641178299299885,0.4368385100091678,0.3321992314310225,0.3202108168194617,0.264823604161586,0.19584254820869795
disgust,0.5175959224247091,0.40512120669544877,0.3479105675643449,0.374342671677544,0.30097371076566376,0.23301190510890096
disgust,0.5698182654288211,0.5142344655777212,0.378408916166188,0.443923191055409,0.35268551545012583,0.2727399362182241
disgust,0.6020189395412442,0.5092492993891614,0.3485093992036059,0.38320343763065445,0.3111304154935813,0.20528814705236403
disgust,0.540558518773883,0.4134807922504171,0.38538735858723205,0.3850109991643365,0.31283414754672056,0.21738332890822762
disgust,0.5211197268235616,0.4039300035136908,0.36395127570863245,0.40082430414469594,0.2547781829049759,0.15540073479995722
disgust,0.5444880213985168,0.47555310989349053,0.3884858045105173,0.3840814966827371,0.24370141976072032,0.13940857743213095
disgust,0.7182281404581039,0.5530458063301344,0.344073001444496,0.3212724932710345,0.243488118392933,0.15050180804605962
disgust,0.5742147189451632,0.4519754723778271,0.3826851753528843,0.3862629473021892,0.31105061508828674,0.2166429885042967
fear,0.6185125957636475,0.5437479100219389,0.4060809978913716,0.386909799728506,0.3691412640577806,0.23908749968698745
fear,0.6480504502175521,0.46509392199410005,0.40316098757744756,0.3800023015235443,0.3040395639016235,0.19303821321967976
fear,0.6394911763478985,0.5284384758660136,0.4004270432953176,0.39908570975487967,0.3011888604277102,0.20296129620292241
fear,0.4627542848025446,0.4546854930906554,0.3342753589578999,0.29197647659256504,0.29308857364957747,0.19859005106141844
fear,0.45613672813407125,0.3689918777667668,0.3796032455606769,0.4378492855222224,0.33904938629335957,0.23121523001139266
fear,0.37834225660234183,0.37966784992626057,0.3272947726086253,0.28051527578723934,0.29047403959252754,0.21858933018984328
fear,0.4843566391460035,0.42071460550852036,0.38274435392634054,0.35631125872427216,0.3106461567510812,0.22055156169379464
fear,0.4952570723572033,0.42684293701115483,0.4170176827415345,0.4306193334863567,0.3335279748689025,0.25209035258428075
fear,0.5042489502807519,0.38294844726486,0.42591729255371436,0.3499908521629343,0.3479840053393272,0.2306335459588036
fear,0.5597802578636695,0.4800823307216924,0.39116101946121934,0.4170063735010381,0.3566111127625905,0.21662038949288764
fear,0.7288639201656679,0.6058964211446307,0.3631548464842199,0.4096628230171943,0.2903792418526055,0.18485254106677002
fear,0.4665285666378156,0.3984896445344732,0.3972042470677577,0.43949083480985346,0.35531384320318327,0.2328775508803222
fear,0.40893163957226536,0.34915283682635956,0.33417318118012995,0.3450563663513549,0.31289208444220107,0.20473357842162468
fear,0.44554919988798086,0.34237671078897336,0.3668801376060599,0.3418553101807673,0.318671723277895,0.21021299076327044
fear,0.5793563005592476,0.5325712316346876,0.33555745980360807,0.34967830372217357,0.245813007280596,0.16735685582203624
fear,0.6071114927315793,0.46372374965399465,0.35960996937942724,0.3779693989163384,0.3066015233568143,0.21165566895341445
fear,0.6343509048559539,0.4757178368689236,0.3601474497032854,0.42042150734409667,0.2662349012757252,0.173890884245619
fear,0.47131873461663204,0.3854215927141053,0.3494443148975539,0.35177676604188624,0.2867229581906701,0.19814972894791055
fear,0.5929506689352166,0.4269844641907886,0.35939854096336044,0.43429256421726137,0.30625646998068173,0.1869449562440639
fear,0.7401211013639706,0.6240953460587082,0.37772009944446794,0.3585963069830518,0.3635591322270234,0.2762287478460039
fear,0.45323960693519694,0.3957684944601556,0.4088740659089951,0.35164324601999253,0.33952758091254753,0.20783648619469536
fear,0.5446629821171347,0.44455837863217884,0.3184444252200903,0.32366904348357317,0.23041313766790653,0.16569246657137224
fear,0.610176421942594,0.4853319291243935,0.4354466431301423,0.4052239198564861,0.3771278086645721,0.27888169620949677
fear,0.6965526789690218,0.5487761320542182,0.35669652389309486,0.40622709614273367,0.3013574409974212,0.21789388428113732
fear,0.5828639269297906,0.44241600992299834,0.41312976844368243,0.37873046245675335,0.323852951113548,0.25234314775753963
fear,0.5659548117987356,0.4797258553728398,0.34527123577457397,0.3355139248348883,0.22443150926974767,0.1627830682740487
fear,0.5737608222017264,0.49256535290673487,0.3277868626474873,0.360800585526149,0.26367127964036474,0.19465298949776533
fear,0.5424289835948083,0.4404192216408901,0.3245074361101059,0.33024634676745285,0.2201740574267306,0.15643267509003286
fear,0.4925544585636461,0.38600925973987327,0.34659468761522055,0.3575857378822015,0.3170167953534966,0.2227619555544645
fear,0.5627734488654496,0.4476817747498336,0.3555232588756988,0.3819755928377605,0.27263437405380275,0.22233900305020093
fear,0.49785618519916397,0.36511189995570303,0.3812013994615615,0.35561989619845025,0.30165406125209865,0.2175036439421416
fear,0.5604520328136796,0.3997587033587995,0.3582480167797788,0.40002863112410697,0.2985983832985731,0.1639777282865176
fear,0.45867598177639973,0.3682660725103242,0.29126515264248054,0.32829328214664266,0.22742294059201676,0.150415493580176
fear,0.5807717380694113,0.5305802088501784,0.40278865446910567,0.3250090877456563,0.3276312057112006,0.23458028257679395
fear,0.5641864260248588,0.5002032423929511,0.35717631118361604,0.3779099605838483,0.2643785427466042,0.2067324395439478
fear,0.5674558878069358,0.43288697702180545,0.362738571272758,0.36784962211437344,0.2427720215725346,0.1738254141286784
fear,0.5647107624020005,0.5002108750504116,0.3816983456532636,0.432957838326943,0.31480735830121065,0.1960714973465194
fear,0.6041460891741095,0.4792226921380053,0.34345806207731006,0.36780261262969915,0.2597142923164529,0.18104557289050333
fear,0.5876327881955524,0.5103206399240363,0.3435766693224632,0.3642750910863765,0.27854271478944637,0.25476242185110937
fear,0.4579813302979277,0.39847048396770446,0.3389366644564402,0.36087178208101445,0.31622776601683794,0.21856860398163783
fear,0.6978113449985645,0.6090259612612684,0.36601244329990956,0.43583159968739904,0.30051419711173244,0.17915332282369859
fear,0.5398864755270661,0.39334778628419087,0.3730348925775695,0.3664172450584353,0.2586036554213964,0.21777402388741163
fear,0.6122122364967517,0.5194521137443237,0.2888842170494565,0.3758624222573864,0.22992481215327157,0.17618751887388762
fear,0.6192159531180506,0.5070633924413936,0.39842186026335746,0.46592781446435905,0.2978588990901099,0.24113768570467264
fear,0.6089925214099531,0.5074327356218205,0.39179691055571875,0.4641120888237089,0.2995101213832446,0.2529945543122612
fear,0.6831346195038376,0.56796758969866,0.3988543796882752,0.38312949499057386,0.27836676763730395,0.21044576589270123
fear,0.5846728727056641,0.4689321165902367,0.37508424200918855,0.3739982568655117,0.29023085271954036,0.2223868064923839
fear,0.5100183925479591,0.41257516205535916,0.4133847055273,0.3789326728289073,0.34329695685552775,0.19124593349532001
fear,0.5070080079860629,0.41266576066198946,0.30267066599101133,0.3166763976241073,0.2216079549462328,0.17463533128681
fear,0.4296122923631397,0.34553006054067126,0.32182151096396827,0.3036854443312913,0.24297912833674004,0.12205220492166693
fear,0.6599717175788871,0.5297129879251916,0.3884432456371869,0.3233831848046269,0.31323535914145223,0.1942603231753271
fear,0.5803585821080282,0.4860853833149791,0.35885514643756017,0.4082575476390127,0.3088796072517631,0.27189072045252166
fear,0.5103773833840577,0.43021229600782407,0.309578018422367,0.323133286685096,0.2391355596526632,0.17443020080764457
fear,0.4875775231998741,0.3724110879870247,0.3449588714510886,0.37017754776309975,0.2947092764802508,0.22131007254709006
fear,0.5670061300426142,0.4745924019497911,0.3443103284197856,0.40274468854701684,0.25896743033969594,0.19649989300329573
fear,0.6106005994171875,0.4833481032362954,0.3408744380294282,0.34943150967406866,0.233248570275058,0.17278541483576923
fear,0.6599503937629938,0.5042718632474681,0.36034857285130495,0.4044884463942148,0.28941192994900683,0.22144338768620833
fear,0.6059198093282463,0.48215230628931666,0.3317269746412306,0.332870544644203,0.25051210457518097,0.17808608102113102
fear,0.5977824475569885,0.4678974629954318,0.3291038719251099,0.3410481634083504,0.2623239256807768,0.22668542761633392
fear,0.5056573354106628,0.36739097533998544,0.34798846571889464,0.31385986276467537,0.2524878313159533,0.18868843424074253
fear,0.5435389095702218,0.438416147690735,0.3160585264222483,0.3442197436747193,0.2311815094094617,0.2034870602601851
fear,0.5464845235010631,0.4080538630862058,0.3700762186500963,0.4863971816468183,0.3373720786058661,0.27500926281002364
fear,0.596784569669968,0.4844022134858661,0.38395938969266663,0.448201762909997,0.31650095376288767,0.22023154704896739
fear,0.5779239521724541,0.4464004630633183,0.3421158736924613,0.35281999134774,0.2350671754479811,0.17031941348766805
fear,0.6106548696051046,0.5142990642158478,0.35191323366748867,0.388643369907364,0.29877657759862286,0.20345434544776253
fear,0.6109228341711104,0.5165796532350327,0.3401141048413806,0.3373297391291522,0.2663238058221732,0.21821003332340122
fear,0.6470098512317557,0.5528303816265553,0.35076729583494115,0.4128922878794261,0.333236174555403,0.2787152604475024
fear,0.5584650506891267,0.4231426692012612,0.36588584084354603,0.36341180458434297,0.25979459812321937,0.2051463946066735
fear,0.5930739933334064,0.4551618567305671,0.33803331976184453,0.3843232069326932,0.25745238822950767,0.2080031396937291
fear,0.5187498934845924,0.40035810442290465,0.32234592882701485,0.36574646151730333,0.23026797714305738,0.16296508241003918
fear,0.47812135054194393,0.3799289181744121,0.34493503174596596,0.36381525976270124,0.2652213876045729,0.18911572934905777
fear,0.47939920690795346,0.3901463984672956,0.352101900703843,0.38878384438661656,0.27883640905497176,0.23977062833025845
fear,0.5248757144959109,0.4160091015598414,0.33538838867960463,0.35832369320827706,0.2394503525828543,0.15407150788078564
fear,0.5081965993708863,0.41842008127444597,0.3693695311104007,0.3871172721349974,0.3407184244819666,0.23406421631030314
fear,0.5676422491337513,0.48112649966844456,0.34505323193701337,0.35138856479757674,0.2815462531857365,0.20193722099924533
fear,0.5493700711462458,0.4020013120099443,0.4064027995709143,0.4414919066194715,0.3224752685320349,0.2914294609973373
fear,0.6445112761635636,0.4975120265747,0.34374390181850306,0.341914727511631,0.21134798846255323,0.168034856544898
fear,0.5921185449380231,0.5459816012229968,0.35880372151432705,0.36847218642000734,0.2901971434127514,0.23186635940680358
fear,0.5726637212674367,0.42418130382217434,0.38044582916592773,0.3797618328283633,0.3405594045221246,0.24108877334590487
joy,0.5003309065019992,0.47101907330249293,0.38623992963959464,0.36100703679148793,0.37732258204981345,0.2469921352631913
joy,0.4641663404453751,0.389958350070985,0.3744844378634463,0.31676577577781967,0.30663574311670877,0.20066040951504024
joy,0.4451481349243468,0.3881422068258165,0.38161620447051614,0.3377082037424467,0.34817067425743614,0.23004978403534246
joy,0.5324276683886124,0.48632759469930104,0.358757373283773,0.34645126267028303,0.3011400437403323,0.18370546334141163
joy,0.5349669957548031,0.4994704206699086,0.38024800319511953,0.35067390963985035,0.3544591118056689,0.2228051213007508
joy,0.5828672589125761,0.5291930484363805,0.4043443709077942,0.3830731666289806,0.28188764224427226,0.16185375028476143
joy,0.5649150342652212,0.5117850688877743,0.40899819772081586,0.38949627965038885,0.3553070708252234,0.2322967190015431
joy,0.49471916345778316,0.47689323017875024,0.3504621637508065,0.30825695766451533,0.33225704408292117,0.22071023594428174
joy,0.49593663902126495,0.4429906549704672,0.3707805633167277,0.40946872401533074,0.3280826021428442,0.21296585830737838
joy,0.4914968761277877,0.42412386505115673,0.38271452406388934,0.43014414984377314,0.37139604385312996,0.256998245219723
joy,0.4680152966292402,0.44923042191744356,0.33361912128780247,0.36769480349373895,0.3005279482473353,0.15744931745592225
joy,0.5221948963082136,0.45500521274491046,0.3394663193321231,0.3011956654401665,0.32759482439944504,0.22377008484149408
joy,0.4849569766990087,0.43054128535585723,0.4216881466383744,0.38648498223450944,0.3866914224169685,0.27007700453024225
joy,0.5735234071410926,0.552532350113737,0.3696107685729423,0.3343491905757351,0.3369739714960106,0.23947195529041126
joy,0.5176849913232808,0.4308817618553398,0.42818151852889164,0.31622178432964143,0.3321957943316912,0.23185962077341402
joy,0.5156933606011357,0.45180866489620974,0.32982017595497726,0.3058635112974445,0.2655964384397849,0.15459833255417935
joy,0.5754888862955947,0.5546375422730764,0.35911445727590224,0.3929740985064689,0.3372433149691869,0.2087892321108998
joy,0.5662027301234124,0.5435553729022707,0.38771967595242895,0.40218422350179706,0.3851088253724519,0.22845319688536322
joy,0.5206380405529639,0.4532375484074752,0.3366892452060102,0.3548851660648388,0.2970082103941006,0.18478763033315945
joy,0.48739769509181763,0.4351577143351594,0.36505564576810623,0.38934126313406864,0.34528689644603405,0.2421416798630502
joy,0.5852575149526701,0.49504823431244194,0.36688281559542263,0.34635353723123996,0.27755484919021134,0.20944186103989085
joy,0.5223972482296784,0.47699495439973605,0.38950620829839616,0.3232047955852359,0.34888975257628396,0.24718084498312853
joy,0.43006526385747534,0.41159069854375396,0.39228624333732587,0.3529992389111627,0.3570169274501271,0.24010142858950373
joy,0.5004577285491371,0.4500325062601234,0.37574172322850335,0.39442004473172265,0.33330806836696264,0.19161687362475827
joy,0.4950749953181973,0.4477721206785103,0.37433711422603844,0.40235674511047914,0.3610205503205032,0.2393984641515938
joy,0.5812287062809064,0.47432770562274124,0.3724711941105586,0.3334230809610438,0.3165516423294294,0.2171553041540914
joy,0.5512194736272998,0.47473083099643476,0.39764007633342613,0.3389866048307678,0.354886720493838,0.2468558339424142
joy,0.43280389700949007,0.4022300386891574,0.32660552038173085,0.3412218546926438,0.3185339243051066,0.20376151677440657
joy,0.45850463650770346,0.38802705517444225,0.3789107079768515,0.3570172174918253,0.3175329786714758,0.18181158526674682
joy,0.4449995771567592,0.4034627389948466,0.38316092562561654,0.35689568773123326,0.3587297814701686,0.26201989326640135
joy,0.5524891685139686,0.4847300016645767,0.375850006637528,0.3357273617641833,0.3622915545131393,0.26190352369367226
joy,0.5863442009434296,0.5235074473874614,0.3760238639907057,0.34082726188018797,0.31675522967167535,0.1817831565364141
joy,0.5807803568085682,0.5300737244516667,0.3896255023969132,0.3552506298972129,0.340322285160377,0.20049799114711708
joy,0.47882167887922045,0.3972466378205217,0.3698265204640283,0.33268467604113405,0.3090634744091783,0.168810869989434
joy,0.46489669507394593,0.3898168557477337,0.3718013278960681,0.330598347078087,0.3276280340481652,0.20318628123574162
joy,0.4642301908332318,0.44417738953583596,0.3347129600564965,0.3921195867390196,0.3238276561307074,0.1662824045203552
joy,0.5247028101060073,0.47074757344315776,0.3947159716675791,0.35894305395865067,0.3333974297349128,0.25298221281347033
joy,0.5087900766651806,0.37331951525663704,0.3316295520473387,0.3477466541433414,0.278937641036578,0.1858852952084885
joy,0.48791407334801534,0.3742798838905951,0.3468344551073542,0.356872878633536,0.3238408642779588,0.20870817657242532
joy,0.5005411369661933,0.4277016414170031,0.356643714787115,0.35580133733446784,0.3133071310781271,0.20032125309330537
joy,0.6018449102781624,0.4834771614282288,0.34617579345605737,0.39111063718937567,0.2808239211915338,0.18525459132838115
joy,0.5763996374011703,0.48017448768070037,0.3550878053185323,0.3957708796242627,0.32549255697108104,0.21501565885052076
